Dove_DermaSpa_AN544799_bb|7.481614|3.139928|1.5200187|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN544760_bb|7.481614|3.041928|1.5200187|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN544788_bb|7.481614|2.943928|1.4250091999999999|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN566217_bb|7.481614|2.831928|1.5170184|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN544782_bb|7.481614|2.733928|1.5200187|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN512018_bb|7.481614|2.6359280000000003|1.5170184|0.707107|0.0|0.0|-0.707106|2|
Dove_DermaSpa_AN512036_bb|7.481614|2.5379280000000004|1.4250091999999999|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN553735|7.481614|2.4259280000000003|1.543021|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN553736|7.481614|2.3379280000000002|1.543021|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN553726|7.481614|2.249928|1.543021|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN553715|7.481614|2.161928|1.543021|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Balea_AN460470_bb|7.481614|3.139928|1.249021|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Balea_AN460201_bb|7.481614|3.0729279999999997|1.219018|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Balea_AN536952_bb|7.481614|2.9779279999999995|1.2220183|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Balea_AN536943_bb|7.481614|2.9109279999999993|1.2110172|0.707107|0.0|0.0|-0.707106|2|
Denkmit_BaleaBodyLotion_AN536970_bb|7.481614|2.8139279999999993|1.189015|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Pflegecreme_AN565329_bb|7.481614|2.7139279999999992|1.0530013999999999|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN565335|7.481614|2.626927999999999|1.0530013999999999|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN518875|7.481614|2.539927999999999|1.1950155999999998|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN536760|7.481614|2.469927999999999|1.1950155999999998|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN536803|7.481614|2.399927999999999|1.1950155999999998|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN518876|7.481614|2.3299279999999993|1.1950155999999998|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN535675|7.481614|3.139928|0.925018|0.707107|0.0|0.0|-0.707107|2|
Loreal_MenExpert_AN519763_bb|7.481614|3.0519279999999998|0.9310186|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN520209|7.481614|2.953928|0.94502|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN520212_bb|7.481614|2.883928|0.9180173|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN523828|7.481614|2.786928|0.8920147|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN523829_bb|7.481614|2.719928|0.9180173|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN523823|7.481614|2.622928|0.955021|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN472787|7.481614|2.517928|0.9260181|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN293875|7.481614|2.4429279999999998|0.7640019|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN411552_bb|7.481614|2.365928|0.9000155|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN520698_bb|7.481614|3.139928|0.6120161|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN520696_bb|7.481614|3.053928|0.6120161|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN520689_bb|7.481614|2.967928|0.6260175|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN520688_bb|7.481614|2.8979280000000003|0.6380187|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN423576_bb|7.481614|2.8279280000000004|0.6380187|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN422068|7.481614|2.7579280000000006|0.6440193000000001|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN511860_bb|7.481614|2.6529280000000006|0.6440193000000001|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN260696|7.481614|2.5479280000000006|0.661021|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN399599|7.481614|2.4429280000000007|0.661021|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Balea_AN260707_bb|7.411435|3.089928|0.3460646|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN554301|7.411435|2.974928|0.330063|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN404491|7.411435|2.869928|0.330063|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN521873|7.411435|2.764928|0.330063|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN402589|7.411435|2.658928|0.330063|0.707107|0.0|0.0|-0.707107|2|
Denkmit_Spray_AN333142_bb|7.370556|4.862128|1.8940095|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Backoffen_AN450081_bb|7.370556|4.637128000000001|1.8940095|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Entkalker_AN046445_bb|7.370556|4.412128000000001|1.8940095|0.707107|0.0|0.0|-0.707106|2|
Heitmann_Reine_AN333154_bb|7.370556|4.187128000000001|1.979018|0.707107|0.0|0.0|-0.707106|2|
Heitmann_Reine_AN333154_bb|7.370556|4.109128000000002|1.979018|0.707107|0.0|0.0|-0.707106|2|
Heitmann_Reine_AN023130_bb|7.370556|4.0311280000000025|1.979018|0.707107|0.0|0.0|-0.707106|2|
Finish_Deo_AN200563_bb|7.370556|4.962128|1.6020139000000002|0.707107|0.0|0.0|-0.707106|2|
Finish_Powerball_AN447600_bb|7.370556|4.891128|1.653019|0.707107|0.0|0.0|-0.707106|2|
Denkmit_Spuelmaschinen_Deo_AN501156_bb|7.370556|4.681128|1.6020139000000002|0.707107|0.0|0.0|-0.707106|2|
ProductWithAN534910|7.370556|4.6101280000000004|1.6020139000000002|0.707107|0.0|0.0|-0.707106|2|
Finish_Classic_AN124036_bb|7.370556|4.962128|1.3730162000000001|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN331372|7.370556|4.804128|1.361015|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN377954|7.370556|4.593128000000001|1.3490138|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN196068|7.370556|4.912128|0.9050072|0.707107|0.0|0.0|-0.707107|2|
Denkmit_GeschirrReiniger_AN516937_bb|7.370556|4.712128000000001|0.5690071999999999|0.707107|0.0|0.0|-0.707107|2|
ProductWithAN027995|7.286417|4.962128|0.4670238|0.707107|0.0|0.0|-0.707107|2|
Sagrotan_Allzweckreiniger_AN544205_bb|7.286417|4.852128|0.2980069|0.707107|0.0|0.0|-0.707107|2|
MeisterProper_Allzweckreiniger_AN534812_bb|7.286417|4.781128000000001|0.3250096|0.707107|0.0|0.0|-0.707107|2|
DerGeneral_Universal_AN507923_bb|7.286417|4.624128000000001|0.2970068|0.707107|0.0|0.0|-0.707107|2|
